grupo,categoria_normalizada,sintoma,categoria,principio_activo,nombre_comercial,presentacion,clasificacion_venta,contraindicaciones_clave,advertencia_seria,fuente
dermatologico_topico,dermatologico_topico,picadura de insecto con dolor y comezón,anestésico local y antipruriginoso,pramoxina y acetato de zinc,Caladryl Clear,loción tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad a pramoxina, zinc o excipientes; evitar ojos, mucosas y áreas extensas de piel gravemente dañada",NO,PLM; registro sanitario SSA VI; farmacia de medicamentos de libre venta 
dermatologico_topico,dermatologico_topico,quemadura solar leve con ardor y comezón,anestésico local y antipruriginoso,pramoxina y acetato de zinc,Caladryl Clear,loción tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad a los componentes, ojos o mucosas; no aplicar sobre quemaduras extensas o con daño profundo sin valoración",NO,PLM; registro sanitario SSA VI; farmacia de medicamentos de libre venta 
dermatologico_topico,dermatologico_topico,raspadura pequeña con dolor o comezón,anestésico local y antipruriginoso,pramoxina y acetato de zinc,Caladryl Clear,loción tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad a los componentes; no aplicar en heridas profundas, mordeduras, punciones ni áreas con pus o tejido necrótico",NO,PLM; registro sanitario SSA VI 
dermatologico_topico,dermatologico_topico,"comezón acompañada de hinchazón de labios, lengua o dificultad para respirar",anestésico local y antipruriginoso,pramoxina y acetato de zinc,Caladryl Clear,loción tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),No usar para retrasar atención médica inmediata; contraindicado en hipersensibilidad a los componentes,SI,PLM; registro sanitario SSA VI 
dermatologico_topico,dermatologico_topico,quemadura leve y localizada,regenerador epitelial y protector cutáneo,dexpantenol,Bepanthen Pomada Regeneradora,pomada tópica; seguir instrucciones del empaque,Venta libre en México (producto para cuidado y regeneración de la piel; no requiere receta),"Hipersensibilidad a los componentes, contacto con ojos o mucosas; no usar como sustituto de valoración en quemaduras profundas",NO,Fabricante Bayer México; registro sanitario y farmacovigilancia COFEPRIS 
dermatologico_topico,dermatologico_topico,cortadura o raspadura superficial,regenerador epitelial y protector cutáneo,dexpantenol,Bepanthen Pomada Regeneradora,pomada tópica; seguir instrucciones del empaque,Venta libre en México (producto para cuidado y regeneración de la piel; no requiere receta),"Hipersensibilidad a la fórmula; evitar ojos y mucosas; no aplicar como único manejo en heridas profundas, mordeduras o punciones",NO,Fabricante Bayer México; registro sanitario y farmacovigilancia COFEPRIS 
dermatologico_topico,dermatologico_topico,"piel reseca, agrietada o irritada",regenerador epitelial y emoliente,dexpantenol,Bepanthen Pomada Regeneradora,pomada tópica; seguir instrucciones del empaque,Venta libre en México (producto para cuidado y regeneración de la piel; no requiere receta),"Hipersensibilidad a los componentes; suspender si produce alergia, enrojecimiento o aumento de la comezón",NO,Fabricante Bayer México; registro sanitario y farmacovigilancia COFEPRIS 
dermatologico_topico,dermatologico_topico,"quemadura extensa, profunda, con ampollas generalizadas o en cara y genitales",regenerador epitelial y protector cutáneo,dexpantenol,Bepanthen Pomada Regeneradora,pomada tópica; seguir instrucciones del empaque,Venta libre en México (producto para cuidado y regeneración de la piel; no requiere receta),No usar para retrasar atención médica inmediata; las quemaduras extensas o profundas requieren valoración profesional,SI,Fabricante Bayer México; registro sanitario y farmacovigilancia COFEPRIS 
dermatologico_topico,antiseptico_topico,cortadura superficial que requiere limpieza antiséptica,antiséptico tópico,solución de superoxidación,Microdacyn Solución,solución en atomizador; seguir instrucciones del empaque,Venta libre en México (antiséptico con registro sanitario SSA; no requiere receta),Hipersensibilidad al producto; evitar ingestión y uso ocular; las heridas profundas deben ser valoradas por personal de salud,NO,Fabricante Microdacyn México; registro sanitario SSA; farmacia minorista nacional 
dermatologico_topico,antiseptico_topico,raspadura o abrasión menor,antiséptico tópico,solución de superoxidación,Microdacyn Solución,solución en atomizador; seguir instrucciones del empaque,Venta libre en México (antiséptico con registro sanitario SSA; no requiere receta),"Hipersensibilidad al producto, ingestión o contacto ocular; no sustituye limpieza médica de lesiones extensas o contaminadas",NO,Fabricante Microdacyn México; registro sanitario SSA; farmacia minorista nacional 
dermatologico_topico,antiseptico_topico,quemadura superficial menor,antiséptico en hidrogel,solución de superoxidación en hidrogel,Microdacyn Hydrogel,hidrogel tópico; seguir instrucciones del empaque,Venta libre en México (antiséptico con registro sanitario SSA; no requiere receta),"Hipersensibilidad al producto; no usar para retrasar valoración de quemaduras profundas, eléctricas, químicas o extensas",NO,Fabricante Microdacyn México; registro sanitario SSA 
dermatologico_topico,antiseptico_topico,herida que no cierra o permanece abierta,antiséptico tópico,solución de superoxidación,Microdacyn Solución,solución en atomizador; seguir instrucciones del empaque,Venta libre en México (antiséptico con registro sanitario SSA; no requiere receta),"No usar como sustituto de valoración médica; una herida persistente puede asociarse con infección, mala circulación o diabetes",SI,Fabricante Microdacyn México; registro sanitario SSA 
dermatologico_topico,antiseptico_topico,"herida con pus, mal olor, fiebre, calor intenso o líneas rojas",antiséptico tópico,solución de superoxidación,Microdacyn Solución,solución en atomizador; seguir instrucciones del empaque,Venta libre en México (antiséptico con registro sanitario SSA; no requiere receta),No retrasar atención médica; los signos descritos pueden indicar una infección que requiere tratamiento profesional,SI,Fabricante Microdacyn México; registro sanitario SSA 
dermatologico_topico,antiseptico_topico,cortadura o raspadura menor,antiséptico yodado,povidona yodada,Isodine Solución,solución tópica; seguir instrucciones del empaque,"Libre venta en México (farmacia, receta no obligatoria)","Alergia al yodo, enfermedad tiroidea, uso de litio, embarazo o lactancia sin orientación, recién nacidos, heridas profundas o áreas extensas",NO,Farmacia Benavides; fabricante Isodine; condición de venta: receta no obligatoria 
dermatologico_topico,antiseptico_topico,quemadura leve que requiere antisepsia,antiséptico yodado,povidona yodada,Isodine Solución,solución tópica; seguir instrucciones del empaque,"Libre venta en México (farmacia, receta no obligatoria)","Alergia al yodo, trastornos tiroideos, tratamiento con litio, embarazo o lactancia sin orientación; no aplicar extensamente o por tiempo prolongado",NO,Farmacia Benavides; fabricante Isodine; condición de venta: receta no obligatoria 
dermatologico_topico,antimicotico_topico,pie de atleta leve con comezón y descamación,antimicótico tópico,clotrimazol,Canesten Crema,crema tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad al clotrimazol, ojos, boca o mucosas; evitar durante el primer trimestre del embarazo y la lactancia según el empaque",NO,"PLM; registro sanitario SSA VI; Ley General de Salud, artículo 226, fracción VI "
dermatologico_topico,antimicotico_topico,tiña corporal superficial leve,antimicótico tópico,clotrimazol,Canesten Crema,crema tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),Hipersensibilidad al clotrimazol o excipientes; no usar en ojos o mucosas; consultar si la lesión se extiende o no mejora,NO,"PLM; registro sanitario SSA VI; Ley General de Salud, artículo 226, fracción VI "
dermatologico_topico,antimicotico_topico,hongos superficiales leves en la ingle,antimicótico tópico,clotrimazol,Canesten Crema,crema tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),Hipersensibilidad al clotrimazol; solo uso externo; evitar contacto con ojos y mucosas y suspender ante reacción alérgica,NO,"PLM; registro sanitario SSA VI; Ley General de Salud, artículo 226, fracción VI "
dermatologico_topico,antimicotico_topico,pie de atleta leve,antimicótico tópico,terbinafina,Lamisil Crema,crema tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad a la terbinafina, embarazo o lactancia, menores de la edad indicada, ojos, boca, vagina o piel gravemente lesionada",NO,"PLM; registro sanitario SSA VI; Ley General de Salud, artículo 226, fracción VI "
dermatologico_topico,antimicotico_topico,tiña corporal o inguinal leve,antimicótico tópico,terbinafina,Lamisil Spray,solución tópica en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad a la terbinafina, embarazo o lactancia, menores de la edad indicada; evitar cara, ojos, mucosas y heridas abiertas",NO,"PLM; registro sanitario SSA VI; Ley General de Salud, artículo 226, fracción VI "
dermatologico_topico,antimicotico_topico,hongos superficiales leves con comezón y enrojecimiento,antimicótico tópico,miconazol,Miconazol Alpharma,crema tópica; seguir instrucciones del empaque,Libre venta en México (OTC; registro SSA VI; no requiere receta),"Hipersensibilidad al miconazol, primer trimestre del embarazo, menores pequeños sin supervisión, ojos o mucosas; suspender si causa irritación",NO,PLM; registro sanitario SSA VI; farmacia mexicana 
dermatologico_topico,dermatologico_topico,"piel corporal muy seca, áspera o con comezón por resequedad",hidratante queratolítico y reparador de barrera,"urea, factores naturales de hidratación y ceramida",Eucerin UreaRepair Plus,loción corporal; seguir instrucciones del empaque,Venta libre en México (dermocosmético; no requiere receta),"Hipersensibilidad a los componentes; evitar ojos, mucosas, piel abierta o infectada; puede producir ardor sobre grietas profundas",NO,Fabricante Eucerin México; referencia dermatológica del producto 
dermatologico_topico,dermatologico_topico,piel seca y sensible con tirantez o comezón,hidratante y reparador de barrera,"urea, pantenol, vitamina E y glicerina",ISDIN Ureadin Cream 10,crema tópica; seguir instrucciones del empaque,Venta libre en México (dermocosmético; no requiere receta),"Hipersensibilidad a los componentes; evitar ojos, mucosas, heridas abiertas e infecciones activas; suspender ante irritación intensa",NO,Fabricante ISDIN México; ficha de producto dermatológico 
dermatologico_topico,dermatologico_topico,resequedad corporal con descamación leve,hidratante y reparador de barrera,urea,ISDIN Ureadin Lotion10,loción corporal; seguir instrucciones del empaque,Venta libre en México (dermocosmético; no requiere receta),"Hipersensibilidad a los componentes; no aplicar en heridas abiertas, piel infectada, ojos o mucosas",NO,Fabricante ISDIN México; catálogo dermatológico oficial 
dermatologico_topico,dermatologico_topico,"piel extremadamente seca, agrietada o irritada",emoliente oclusivo y reparador de barrera,"petrolato, pantenol y glicerina",Eucerin Aquaphor Pomada Reparadora,pomada tópica; seguir instrucciones del empaque,Venta libre en México (dermocosmético; no requiere receta),"Hipersensibilidad a los componentes; no aplicar sobre heridas infectadas, húmedas o profundas sin valoración profesional",NO,Fabricante Eucerin México; ficha dermatológica oficial 
dermatologico_topico,dermatologico_topico,"irritación, resequedad o grietas superficiales",bálsamo reparador de barrera,pantenol y madecasósido,La Roche-Posay Cicaplast Baume B5+,bálsamo tópico; seguir instrucciones del empaque,Venta libre en México (dermocosmético; no requiere receta),"Hipersensibilidad a los componentes; evitar ojos, mucosas y heridas infectadas o profundas; no sustituye la atención de quemaduras graves",NO,Fabricante La Roche-Posay México; ficha dermatológica oficial 
digestivo,antiacido,acidez estomacal ocasional,antiácido,hidróxido de aluminio e hidróxido de magnesio,Melox,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, dolor abdominal sin diagnóstico, hipersensibilidad a los componentes o uso prolongado sin valoración médica",NO,PLM; registro sanitario COFEPRIS; etiquetado comercial 
digestivo,antiacido,agruras después de comer,antiácido,hidróxido de aluminio e hidróxido de magnesio,Melox,tabletas masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, hipofosfatemia, dolor abdominal sin diagnóstico o uso simultáneo con otros medicamentos sin separar su administración",NO,PLM; registro sanitario COFEPRIS; etiquetado comercial 
digestivo,antiacido,acidez acompañada de gases,antiácido y antiflatulento,"hidróxido de aluminio, hidróxido de magnesio y simeticona",Melox Plus,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, dolor abdominal intenso sin diagnóstico, hipersensibilidad o uso prolongado sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiacido,indigestión con distensión abdominal,antiácido y antiflatulento,"hidróxido de aluminio, hidróxido de magnesio y simeticona",Melox Plus,tabletas masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, hipofosfatemia, dolor abdominal sin diagnóstico o hipersensibilidad a los componentes",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiacido,reflujo y ardor en la boca del estómago,antiácido y antiflatulento,magaldrato y dimeticona,Riopan,gel oral en sobres; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, niveles bajos de fosfato, obstrucción intestinal, hipersensibilidad o síntomas persistentes sin valoración médica",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
digestivo,antiacido,"indigestión con pesadez, gases y náusea leve",antiácido y antiflatulento,magaldrato y dimeticona,Riopan,gel oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, dolor abdominal intenso, hipersensibilidad o uso prolongado sin supervisión profesional",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
digestivo,antiacido,reflujo gastroesofágico ocasional,barrera antirreflujo y antiácido,"alginato de sodio, bicarbonato de sodio y carbonato de calcio",Gaviscon Suspensión,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad renal grave, hipercalcemia, cálculos renales, dieta estricta baja en sodio, insuficiencia cardiaca o hipersensibilidad a los componentes",NO,PLM; registro sanitario COFEPRIS; fabricante 
digestivo,antiacido,regurgitación ácida después de comer,barrera antirreflujo y antiácido,"alginato de sodio, bicarbonato de sodio y carbonato de calcio",Gaviscon Suspensión,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad renal grave, hipercalcemia, cálculos renales, restricciones de sodio o síntomas frecuentes y prolongados sin diagnóstico",NO,PLM; registro sanitario COFEPRIS; fabricante 
digestivo,antiacido,acidez estomacal leve,antiácido,carbonato de calcio,Tums,tabletas masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipercalcemia, insuficiencia renal grave, antecedentes de cálculos renales, sarcoidosis o uso excesivo y prolongado",NO,Farmacia minorista nacional; etiquetado comercial; COFEPRIS 
digestivo,antiacido,indigestión ácida ocasional,antiácido,carbonato de calcio,Tums,tabletas masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipercalcemia, enfermedad renal grave, cálculos renales o uso simultáneo con medicamentos cuya absorción pueda alterarse",NO,Farmacia minorista nacional; etiquetado comercial; COFEPRIS 
digestivo,antiacido,agruras por comer en exceso,antiácido efervescente,"bicarbonato de sodio, ácido cítrico y ácido tartárico",Sal de Uvas Picot,polvo efervescente en sobres; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión no controlada, insuficiencia cardiaca o renal, dieta restringida en sodio, alcalosis, dolor abdominal intenso o uso excesivo",NO,Farmacia minorista nacional; etiquetado comercial; registro sanitario COFEPRIS 
digestivo,antiacido,indigestión y pesadez después de una comida abundante,antiácido efervescente,"bicarbonato de sodio, ácido cítrico y ácido tartárico",Sal de Uvas Picot,polvo efervescente; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad renal, insuficiencia cardiaca, hipertensión, dieta baja en sodio, alcalosis o síntomas digestivos persistentes",NO,Farmacia minorista nacional; etiquetado comercial; registro sanitario COFEPRIS 
digestivo,antiacido,hiperacidez con flatulencia,antiácido y antiflatulento,"hidróxido de aluminio, hidróxido de magnesio y dimeticona",Espavén Alcalino,tabletas masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal grave, obstrucción intestinal, dolor abdominal sin diagnóstico, hipersensibilidad o uso prolongado sin valoración médica",NO,PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,malestar estomacal e indigestión,protector gastrointestinal y antidiarreico,subsalicilato de bismuto,Pepto-Bismol,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a aspirina o salicilatos, anticoagulantes, úlcera sangrante, trastornos de coagulación, enfermedad renal grave o menores con enfermedad viral",NO,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,náusea leve asociada con indigestión,protector gastrointestinal,subsalicilato de bismuto,Pepto-Bismol,comprimidos masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a salicilatos, anticoagulantes, trastornos hemorrágicos, enfermedad renal grave, embarazo sin orientación profesional o menores con infección viral",NO,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,diarrea aguda leve sin fiebre ni sangre,antidiarreico y protector gastrointestinal,subsalicilato de bismuto,Pepto-Bismol,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a aspirina o salicilatos, anticoagulantes, úlcera sangrante, trastornos de coagulación, enfermedad renal grave o diarrea acompañada de fiebre alta",NO,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,diarrea leve del viajero sin signos de alarma,antidiarreico y protector gastrointestinal,subsalicilato de bismuto,Pepto-Bismol,comprimidos masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a salicilatos, anticoagulantes, sangrado gastrointestinal, enfermedad renal grave, fiebre alta, pus o sangre en las evacuaciones",NO,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,diarrea leve con indigestión,antidiarreico y protector gastrointestinal,subsalicilato de bismuto,Itamol,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a aspirina o salicilatos, anticoagulantes, trastornos hemorrágicos, enfermedad renal grave, embarazo sin orientación médica o menores con infección viral",NO,PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,acidez y náusea leve con malestar digestivo,protector gastrointestinal,subsalicilato de bismuto,Itamol,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a salicilatos, úlcera con sangrado, anticoagulantes, enfermedad renal grave, trastornos de coagulación o menores con enfermedad viral",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiemetico,náusea leve asociada al movimiento,antiemético y antihistamínico,dimenhidrinato,Dramamine,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Glaucoma de ángulo cerrado, retención urinaria, hipertrofia prostática, alcohol, sedantes, actividades que requieran alerta o alergia al dimenhidrinato; causa somnolencia",NO,Fabricante México; PLM; registro sanitario SSA VI/COFEPRIS 
digestivo,antiemetico,náusea infantil asociada al movimiento,antiemético y antihistamínico,dimenhidrinato,Dramamine Jarabe,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque, alergia al dimenhidrinato, glaucoma, retención urinaria, alcohol o medicamentos sedantes; puede causar somnolencia",NO,Fabricante México; PLM; registro sanitario SSA VI/COFEPRIS 
digestivo,antiemetico,mareo y náusea leve por viaje,antiemético y antihistamínico,dimenhidrinato,Dimicaps,cápsulas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Glaucoma, retención urinaria, hipertrofia prostática, alergia al dimenhidrinato, consumo de alcohol o sedantes; evitar conducir por somnolencia",NO,PLM; registro sanitario COFEPRIS 
digestivo,laxante,estreñimiento ocasional,laxante estimulante vegetal,senósidos A y B,Senokot Regular,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción intestinal, apendicitis, enfermedad inflamatoria intestinal activa, dolor abdominal sin diagnóstico, náusea, vómito o deshidratación",NO,Farmacia minorista mexicana; categoría OTC; etiquetado comercial 
digestivo,laxante,estreñimiento ocasional que no mejora con cambios de dieta,laxante estimulante vegetal,senósidos A y B,Senokot Forte,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción intestinal, dolor abdominal intenso, apendicitis, enfermedad inflamatoria intestinal activa, deshidratación o uso prolongado sin supervisión",NO,Farmacia minorista mexicana; categoría OTC; etiquetado comercial 
digestivo,laxante,estreñimiento por cambios de alimentación o rutina,laxante estimulante vegetal,Cassia angustifolia,Ciruelax,comprimidos; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción intestinal, apendicitis, dolor abdominal sin diagnóstico, enfermedad inflamatoria intestinal, deshidratación o uso frecuente y prolongado",NO,PLM; registro sanitario COFEPRIS 
digestivo,laxante,estreñimiento ocasional con heces duras,laxante osmótico salino,hidróxido de magnesio,Phillips Leche de Magnesia,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Insuficiencia renal, obstrucción o impactación intestinal, síndrome de abdomen agudo, diarrea, colitis ulcerosa activa o hipersensibilidad",NO,PLM; registro sanitario COFEPRIS 
digestivo,laxante,estreñimiento asociado con baja ingesta de fibra,laxante formador de masa,Plantago psyllium,Fibromucil,polvo para solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción o impactación intestinal, dificultad para tragar, dolor abdominal, náusea, vómito o consumo sin suficiente líquido",NO,PLM; registro sanitario COFEPRIS 
digestivo,laxante,estreñimiento con evacuaciones poco frecuentes,laxante formador de masa,Plantago psyllium,Mugasin,polvo para solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción intestinal, impactación fecal, estenosis, dificultad para tragar, sangrado rectal sin diagnóstico, dolor abdominal, náusea o vómito",NO,PLM; registro sanitario COFEPRIS 
digestivo,laxante,estreñimiento ocasional durante viajes o cambios de rutina,laxante formador de masa,cáscara de Plantago ovata o psyllium,Novagon,polvo para solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción intestinal, impactación fecal, apendicitis, dolor abdominal agudo, sangrado rectal no diagnosticado, náusea, vómito o ingesta insuficiente de agua",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiflatulento,flatulencia y distensión abdominal,antiflatulento,dimeticona y pantotenato de calcio,Espavén,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipersensibilidad a los componentes, sospecha de obstrucción intestinal, dolor abdominal intenso o distensión persistente sin diagnóstico",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiflatulento,gases y cólico leve en población pediátrica,antiflatulento,dimeticona,Espavén Pediátrico,gotas orales; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipersensibilidad a los componentes; no usar para retrasar valoración pediátrica si hay vómito persistente, fiebre, abdomen muy distendido o rechazo de alimentos",NO,PLM; registro sanitario COFEPRIS 
digestivo,antiflatulento,gases e indigestión después de comidas abundantes,digestivo enzimático y antiflatulento,"pancreatina, dimeticona, extracto de bilis bovina y celulasa",Espavén Enzimático,tabletas o grageas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Obstrucción de vías biliares, hepatitis aguda grave, perforación intestinal, hipersensibilidad, embarazo temprano o lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,diarrea con sangre en las heces o evacuaciones negras inexplicables,antidiarreico y protector gastrointestinal,subsalicilato de bismuto,Pepto-Bismol,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No automedicarse ni usar para retrasar atención inmediata; contraindicado con sangrado gastrointestinal, anticoagulantes, alergia a salicilatos o trastornos de coagulación",SI,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,antidiarreico,"diarrea con deshidratación severa, desmayo, confusión o muy poca orina",antidiarreico y protector gastrointestinal,subsalicilato de bismuto,Pepto-Bismol,comprimidos masticables; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),No automedicarse ni retrasar atención médica inmediata; la prioridad es valoración urgente y reposición profesional de líquidos y electrolitos,SI,Fabricante México; PLM; registro sanitario COFEPRIS 
digestivo,laxante,"estreñimiento acompañado de dolor abdominal intenso, abdomen rígido o vómito",laxante osmótico salino,hidróxido de magnesio,Phillips Leche de Magnesia,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar laxantes ni retrasar atención médica inmediata; puede existir obstrucción, apendicitis u otra causa de abdomen agudo",SI,PLM; registro sanitario COFEPRIS 
digestivo,antiacido,"acidez con dolor u opresión en el pecho, falta de aire, sudor frío o dolor hacia el brazo",barrera antirreflujo y antiácido,"alginato de sodio, bicarbonato de sodio y carbonato de calcio",Gaviscon Suspensión,suspensión oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),No automedicarse ni asumir que es reflujo; estos síntomas pueden indicar un problema cardiaco y requieren atención médica inmediata,SI,PLM; registro sanitario COFEPRIS; fabricante 
digestivo,antiemetico,"náusea con vómito de sangre, material oscuro o dolor abdominal intenso",antiemético y antihistamínico,dimenhidrinato,Dramamine,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar para ocultar síntomas ni retrasar atención inmediata; puede existir hemorragia gastrointestinal, obstrucción u otra enfermedad grave",SI,Fabricante México; PLM; registro sanitario SSA VI/COFEPRIS 
respiratorio_gripe,antigripal,"resfriado común con congestión, escurrimiento nasal y malestar",antigripal multisíntoma,"paracetamol, fenilefrina y clorfenamina",XL-3,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, cardiopatía grave, glaucoma, hipertiroidismo, uso de inhibidores de la MAO, consumo de alcohol o uso simultáneo de otros productos con paracetamol; puede causar somnolencia",NO,PLM; registro sanitario COFEPRIS; etiquetado comercial 
respiratorio_gripe,antigripal,gripe o resfriado con tos seca y congestión nasal,"antigripal, antitusivo y descongestionante","paracetamol, fenilefrina, clorfenamina y dextrometorfano",XL-3 Xtra,cápsulas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, glaucoma, uso de inhibidores de la MAO o medicamentos serotoninérgicos, consumo de alcohol, tos crónica sin valoración médica o duplicidad de paracetamol",NO,Etiquetado comercial; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,antigripal,"gripe o resfriado con fiebre, tos seca y congestión","antigripal, analgésico, antitusivo y descongestionante","paracetamol, fenilefrina, clorfenamina y dextrometorfano",Tabcin Active,cápsulas de gel; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, glaucoma, inhibidores de la MAO, medicamentos serotoninérgicos, alcohol, sedantes o uso simultáneo de otros productos con paracetamol",NO,Fabricante; PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antigripal,síntomas nocturnos de gripe con tos y congestión,antigripal nocturno y antitusivo,"paracetamol, fenilefrina, dextrometorfano y doxilamina",Tabcin Noche,cápsulas de gel; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, glaucoma, retención urinaria, hipertensión no controlada, inhibidores de la MAO, alcohol, sedantes o actividades que requieran estar alerta; puede causar somnolencia intensa",NO,Fabricante; PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antigripal,"resfriado o gripe con dolor, fiebre y congestión nasal",antigripal multisíntoma,"paracetamol, fenilefrina y clorfenamina",Desenfriol D,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, cardiopatía, glaucoma, hipertiroidismo, inhibidores de la MAO, alcohol o uso simultáneo de productos con paracetamol; puede causar somnolencia",NO,Fabricante; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,antigripal,"resfriado con congestión, dolor y síntomas alérgicos","antigripal, antihistamínico y descongestionante","loratadina, fenilefrina y paracetamol",Sensibit D NF,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, cardiopatía, glaucoma, hipertiroidismo, inhibidores de la MAO o duplicidad de paracetamol; consultar durante embarazo o lactancia",NO,PLM; registro sanitario COFEPRIS 
